added_at,submitted_by,name,start_date,start_time,end_date,end_time,location,description,category,organizer,email,phone,price,image,link_1,link_2,link_3,link_4
04/08/2025 07:18,pxopulse+ocr@gmail.com,LED PARTY,12/8/2025,01:00,12/8/2025,07:00,Discoteca Challenger Club,"Oferta de stick luminoso aos primeiros 250 clientes pagantes. Mulheres: entrada livre até às 02:00. A partir daí, entrada a 5€ com 1 bebida. Homens: até às 02:00, entrada a 5€ com 1 bebida. Após as 02:00, entrada a 10€ com 2 bebidas. Com DJ Residente Amériko Nunez.",Música,Discoteca Challenger Club,,,Pago,9b85dd5d-310c-4a73-8395-c2655343933f,,,,
04/08/2025 07:20,pxopulse+ocr@gmail.com,Summer of Funk,13/8/2025,01:00,13/8/2025,07:00,Discoteca Challenger Club,"Evento 'Summer of Funk' com DJ residente Amériko Nunez. Condições de entrada: Mulheres têm entrada livre até às 02:00; após essa hora, a entrada é 5€ com 1 bebida. Homens pagam 5€ com 1 bebida até às 02:00; após, a entrada é 10€ com 2 bebidas. Seja responsável, beba com moderação.",Música,Discoteca Challenger Club,,,Pago,c7fbcb75-40a6-4489-a632-512008f79640,,,,
04/08/2025 07:20,pxopulse+ocr@gmail.com,Summer of Funk,14/8/2025,01:00,14/8/2025,07:00,Discoteca Challenger Club,"Evento 'Summer of Funk' com DJ residente Amériko Nunez. Condições de entrada: Mulheres têm entrada livre até às 02:00; após essa hora, a entrada é 5€ com 1 bebida. Homens pagam 5€ com 1 bebida até às 02:00; após, a entrada é 10€ com 2 bebidas. Seja responsável, beba com moderação.",Música,Discoteca Challenger Club,,,Pago,c7fbcb75-40a6-4489-a632-512008f79640,,,,
04/08/2025 07:20,pxopulse+ocr@gmail.com,Summer of Funk,15/8/2025,01:00,15/8/2025,07:00,Discoteca Challenger Club,"Evento 'Summer of Funk' com DJ residente Amériko Nunez. Condições de entrada: Mulheres têm entrada livre até às 02:00; após essa hora, a entrada é 5€ com 1 bebida. Homens pagam 5€ com 1 bebida até às 02:00; após, a entrada é 10€ com 2 bebidas. Seja responsável, beba com moderação.",Música,Discoteca Challenger Club,,,Pago,c7fbcb75-40a6-4489-a632-512008f79640,,,,
04/08/2025 07:21,pxopulse+ocr@gmail.com,Verão Total,16/8/2025,01:00,16/8/2025,07:00,Discoteca Challenger Club,"A partir das 01:00, o evento Verão Total com DJ Amériko Nunez. Condições de entrada: Mulheres: Entrada livre até às 02:00, depois 5€ com 1 bebida. Homens: Até às 02:00, entrada a 5€ com 1 bebida, depois 10€ com 2 bebidas.",Música,Discoteca Challenger Club,,,Pago,d100b28b-b163-4507-891d-5f366f3b1ab0,,,,
04/08/2025 07:22,pxopulse+ocr@gmail.com,Metamorfose: The After Party,17/8/2025,01:00,17/8/2025,07:00,Discoteca Challenger Club,"Evento 'Metamorfose: The After Party' na Discoteca Challenger Club, com Zike, Resmas e Cheshire. Mulheres têm entrada livre até às 02:00. Após as 02:00, a entrada para mulheres é 5€ com 1 bebida. Homens pagam 5€ com 1 bebida até às 02:00. Após as 02:00, a entrada para homens é 10€ com 2 bebidas.",Música,Discoteca Challenger Club,,,Pago,b78ee74d-4654-4d62-889a-26b46c3bcdcd,,,,
04/08/2025 07:23,pxopulse+ocr@gmail.com,M. DA SILVA WEEKEND,22/8/2025,01:00,22/8/2025,07:00,Discoteca Challenger Club,"Mulheres: Entrada livre até às 02:00. A partir daí, entrada a 5€ com 1 bebida. Homens: Até às 02:00, entrada a 5€ com 1 bebida. Após as 02:00, entrada a 10€ com 2 bebidas.",Música,Discoteca Challenger Club,,,Pago,e0307647-57c6-4dc3-94c9-6692abfddfe0,,,,
04/08/2025 07:23,pxopulse+ocr@gmail.com,M. DA SILVA WEEKEND,23/8/2025,01:00,23/8/2025,07:00,Discoteca Challenger Club,"Mulheres: Entrada livre até às 02:00. A partir daí, entrada a 5€ com 1 bebida. Homens: Até às 02:00, entrada a 5€ com 1 bebida. Após as 02:00, entrada a 10€ com 2 bebidas.",Música,Discoteca Challenger Club,,,Pago,e0307647-57c6-4dc3-94c9-6692abfddfe0,,,,
05/08/2025 09:00,pxopulse+ocr@gmail.com,Festa da Sidra Com DJ Pedro Pestana e Brigada Mão Gelada,6/8/2025,16:30,6/8/2025,20:30,Pé na Água Restaurante & Beach Bar,Com DJ Pedro Pestana e Brigada Mão Gelada. Oferta de brindes.,Música,Pé na Água Restaurante & Beach Bar,,,Desconhecido,dfef6eaa-ebe7-4af5-bcdd-cc42588b6d76,,,,
05/08/2025 09:00,pxopulse+ocr@gmail.com,DJ Sil,10/8/2025,16:30,10/8/2025,20:30,Pé na Água Restaurante & Beach Bar,"Com DJ Sil, powered by Rocim. Oferta de brindes.",Música,Pé na Água Restaurante & Beach Bar,,,Desconhecido,dfef6eaa-ebe7-4af5-bcdd-cc42588b6d76,,,,
05/08/2025 09:00,pxopulse+ocr@gmail.com,#Sunsessions Com DJ Sil,13/8/2025,16:30,13/8/2025,20:30,Pé na Água Restaurante & Beach Bar,Com DJ Sil.,Música,Pé na Água Restaurante & Beach Bar,,,Desconhecido,dfef6eaa-ebe7-4af5-bcdd-cc42588b6d76,,,,
05/08/2025 09:00,pxopulse+ocr@gmail.com,Festa da Coral Com Ameriko Nunez,16/8/2025,16:30,16/8/2025,20:30,Pé na Água Restaurante & Beach Bar,Com Ameriko Nunez. Oferta de brindes.,Música,Pé na Água Restaurante & Beach Bar,,,Desconhecido,dfef6eaa-ebe7-4af5-bcdd-cc42588b6d76,,,,
05/08/2025 09:00,pxopulse+ocr@gmail.com,#Sunsessions Com M da Silva,17/8/2025,16:30,17/8/2025,20:30,Pé na Água Restaurante & Beach Bar,Com M da Silva.,Música,Pé na Água Restaurante & Beach Bar,,,Desconhecido,dfef6eaa-ebe7-4af5-bcdd-cc42588b6d76,,,,
05/08/2025 09:00,pxopulse+ocr@gmail.com,#Sunsessions Com DJ Michael,20/8/2025,16:30,20/8/2025,20:30,Pé na Água Restaurante & Beach Bar,Com DJ Michael.,Música,Pé na Água Restaurante & Beach Bar,,,Desconhecido,dfef6eaa-ebe7-4af5-bcdd-cc42588b6d76,,,,
05/08/2025 09:00,pxopulse+ocr@gmail.com,#Sunsessions Com DJ Kali,24/8/2025,16:30,24/8/2025,20:30,Pé na Água Restaurante & Beach Bar,Com DJ Kali.,Música,Pé na Água Restaurante & Beach Bar,,,Desconhecido,dfef6eaa-ebe7-4af5-bcdd-cc42588b6d76,,,,
05/08/2025 09:00,pxopulse+ocr@gmail.com,#Sunsessions Com DJ Michael,27/8/2025,16:30,27/8/2025,20:30,Pé na Água Restaurante & Beach Bar,Com DJ Michael.,Música,Pé na Água Restaurante & Beach Bar,,,Desconhecido,dfef6eaa-ebe7-4af5-bcdd-cc42588b6d76,,,,
05/08/2025 09:00,pxopulse+ocr@gmail.com,Festa da Corona Com M da Silva,30/8/2025,16:30,30/8/2025,20:30,Pé na Água Restaurante & Beach Bar,Com M da Silva. Oferta de brindes.,Música,Pé na Água Restaurante & Beach Bar,,,Desconhecido,dfef6eaa-ebe7-4af5-bcdd-cc42588b6d76,,,,
05/08/2025 09:01,pxopulse+ocr@gmail.com,Sunset Lovers Com DJ Pedro Pestana,7/8/2025,17:30,7/8/2025,21:30,Bar do Henrique,Com DJ Pedro Pestana.,Música,Bar do Henrique,,,Desconhecido,f1ab8660-e1aa-49b3-af79-a8e6c919533a,,,,
05/08/2025 09:01,pxopulse+ocr@gmail.com,Sunset Lovers Com DJ Sil,14/8/2025,17:30,14/8/2025,21:30,Bar do Henrique,Com DJ Sil.,Música,Bar do Henrique,,,Desconhecido,f1ab8660-e1aa-49b3-af79-a8e6c919533a,,,,
05/08/2025 09:01,pxopulse+ocr@gmail.com,Dose Dupla de Animação e #AMELHORQUINTA DOMUNDO,21/8/2025,17:30,21/8/2025,,Bar do Henrique,"17:30 - Festa da Corona com Amériko Nunez, 23:00 - #AMELHORQUINTA DOMUNDO com DJ Sil.",Música,Bar do Henrique,,,Desconhecido,f1ab8660-e1aa-49b3-af79-a8e6c919533a,,,,
05/08/2025 09:01,pxopulse+ocr@gmail.com,#AMELHORQUINTA DOMUNDO,28/8/2025,23:00,28/8/2025,,Bar do Henrique,Com DJ Carl Ruas.,Música,Bar do Henrique,,,Desconhecido,f1ab8660-e1aa-49b3-af79-a8e6c919533a,,,,
05/08/2025 09:01,pxopulse+ocr@gmail.com,Festa da Coral,30/8/2025,17:30,30/8/2025,21:30,Bar do Henrique,Com DJ Carl Ruas. Oferta de brindes.,Música,Bar do Henrique,,,Desconhecido,f1ab8660-e1aa-49b3-af79-a8e6c919533a,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,Pirelli,3/8/2025,22:30,3/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Pirelli.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,João Roquelino,4/8/2025,22:30,4/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ João Roquelino.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,João Roquelino,5/8/2025,22:30,5/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ João Roquelino.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,João Roquelino,6/8/2025,22:30,6/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ João Roquelino.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,João Roquelino,7/8/2025,22:30,7/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ João Roquelino.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,João Roquelino,8/8/2025,22:30,8/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ João Roquelino.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,Frandisco,9/8/2025,22:30,9/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Frandisco.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,DJ Oxy,10/8/2025,22:30,10/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Oxy.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,Roda de Samba,11/8/2025,22:30,11/8/2025,,"Court Social Club, Audio Resto-Bar",Evento de Roda de Samba.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,Franco Habibi,12/8/2025,22:30,12/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Franco Habibi.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,Napa DJ Set,13/8/2025,22:30,13/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de Napa DJ Set.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,Andy Lux,14/8/2025,22:30,14/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Andy Lux.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,Francisco Coelho,15/8/2025,22:30,15/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Francisco Coelho.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,Da Goose,16/8/2025,22:30,16/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Da Goose.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,DJ Oxy,17/8/2025,22:30,17/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Oxy.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,Vitor Freitas,18/8/2025,22:30,18/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Vitor Freitas.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,DJ Oxy,19/8/2025,22:30,19/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Oxy.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,DJ Oxy,20/8/2025,22:30,20/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Oxy.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,Pirelli,21/8/2025,22:30,21/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Pirelli.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,Pirelli,22/8/2025,22:30,22/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Pirelli.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
05/08/2025 09:05,pxopulse+ocr@gmail.com,Pirelli,23/8/2025,22:30,23/8/2025,,"Court Social Club, Audio Resto-Bar",Performance de DJ Pirelli.,Música,Court Social Club,,,Desconhecido,55c72b8a-1c62-40e2-8de8-dc5555012f1d,,,,
07/08/2025 11:23,pxopulse+ocr@gmail.com,Concerto de Rui Veloso,13/8/2025,22:30,13/8/2025,,Praça do Barqueiro,"O reconhecido músico português Rui Veloso irá protagonizar um dos principais eventos musicais de Agosto. Esta iniciativa surge no âmbito das comemorações dos 50 anos da Autonomia da Madeira, sendo promovida pela Comissão Executiva da Estrutura de Missão para as Comemorações, dirigida por João Cunha e Silva.",Música,Comissão Executiva da Estrutura de Missão para as Comemorações,,,Gratuito,474e2901-d692-48fc-8c11-91599811ab38,https://www.dnoticias.pt/2025/8/6/458664-rui-veloso-vem-dar-concerto-ao-porto-santo/?utm_source=facebook&utm_medium=facebook&fbclid=IwQ0xDSwMBXnBleHRuA2FlbQIxMQABHhtwbK27hsd1AuRg0JeedXml6UMegx5aKbEMyiRRNMSBQaiozx2fdgnNUrUm_aem_JyQG4TtZ5OSbX8W3sgrbZQ,,,
08/08/2025 10:20,pxopulse+ocr@gmail.com,Aula Biodanza,9/8/2025,14:30,9/8/2025,,Centro Comunitário,"Com a Facilitadora Didata Énia Jardim (contacto: 929 193 186). Tema: 'Simplesmente Ser e Sentir' - Os 4 Animais, 2 - Hipopótamo.",Aprendizagem & Workshops,Énia Jardim,,,Desconhecido,7d43dfe6-643d-447c-97d0-e4e7c1e91cfb,,,,
09/08/2025 10:52,pxopulse+ocr@gmail.com,Port Kultura,7/9/2025,10:00,7/9/2025,20:00,Câmara Municipal,"Nos dias 6 e 7 de setembro de 2025, o Porto Santo acolhe um evento internacional gratuito de cultura, ecologia e solidariedade, dedicado às mulheres com cancro da mama, com poesia, música e colaboração global. As apresentações decorrerão em dois períodos: das 10:00 às 12:30 e das 17:30 às 20:00.",Comunidade & Cultura,Arendi Cultural,,,Gratuito,f40c4825-90b8-4883-a702-0b797f558056,https://www.facebook.com/share/p/16JVHSLbeC/,,,
19/08/2025 09:08,pxopulse+ocr@gmail.com,Campanha Solidária Juntos Por Sorrisos II,29/8/2025,09:00,29/8/2025,17:00,"Parque de estacionamento do Campus da Penteada, Universidade da Madeira","Campanha de recolha de donativos para crianças e jovens de Cabo Verde. Aceitam-se alimentos não perecíveis, produtos de higiene, roupa, calçado, roupa de cama, material escolar (exceto manuais) e jogos didáticos. Os bens devem ser entregues em boas condições, em caixotes de cartão abertos no topo, e cada caixote deve conter apenas um tipo de donativo. A recolha é limitada à capacidade disponível. Para mais informações: +351 962 675 407 (Susana Gramilho).",Comunidade & Cultura,Consulado Honorário da República de Cabo Verde na Região Autónoma da Madeira,,,Gratuito,181adb18-7a16-4096-9a20-62bf94a47e94,,,,
21/08/2025 14:15,pxopulse+ocr@gmail.com,Masterclass Rum Agrícola da Madeira,22/8/2025,21:00,22/8/2025,21:45,"Hotel Navigator Columbus, Sala Waiting Lounge do Oceanus","Masterclass de Rum Agrícola da Madeira, com duração de 45 minutos. Degustação de Rum 970 6 Anos Reserva, Rum 970 Madeira Wine Cask, Rum 970 Single Cask, Rum Branca Velho 3 Anos e Rum Branca Natural. Entrada gratuita para clientes do hotel, 15€ para clientes externos.",Comida,Hotel Navigator Columbus,,,Pago,0fdc6e26-5b36-4b1c-a380-de15a70d7310,,,,
28/08/2025 13:44,pxopulse+ocr@gmail.com,"Exposição ""Connosco junto à costa""",1/9/2025,,15/9/2025,,hall de entrada da Câmara Municipal,Exposição de imagens da biodiversidade costeira da ilha do Porto Santo.,Arte,Câmara Municipal do Porto Santo,,,Desconhecido,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
28/08/2025 13:44,pxopulse+ocr@gmail.com,Visitas LIFEDUNAS,3/9/2025,,3/9/2025,,Zona de Intervenção do Projeto,Realização de visitas guiadas à Zona de Intervenção do Projeto. Inscrições nas redes sociais ou site oficial.,Natureza,Câmara Municipal do Porto Santo,,,Desconhecido,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
28/08/2025 13:44,pxopulse+ocr@gmail.com,Ações de sensibilização - ARM no seu concelho,5/9/2025,11:00,5/9/2025,,Auditório da Câmara Municipal,Ação de sensibilização ambiental.,Natureza,Águas e Resíduos da Madeira e CMPS,,,Desconhecido,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
28/08/2025 13:44,pxopulse+ocr@gmail.com,Murmúrios da terra e do mar,5/9/2025,19:00,5/9/2025,,Salão Nobre dos Paços do Concelho,Apresentação do livro de Rosa Marques.,Aprendizagem & Workshops,Câmara Municipal,,,Desconhecido,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
28/08/2025 13:44,pxopulse+ocr@gmail.com,Festa do Santíssimo Sacramento,6/9/2025,18:00,7/9/2025,,Igreja de Nossa Senhora da Piedade,Festa Religiosa.,Comunidade & Cultura,Paróquias do Porto Santo,,,Desconhecido,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
28/08/2025 13:44,pxopulse+ocr@gmail.com,Porto Santo Golfe - 3.º Torneio Circuito PARES 3,6/9/2025,,6/9/2025,,Porto Santo Golfe,3.º Torneio Circuito PARES 3.,Desporto,Porto Santo Golfe,,,Desconhecido,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
28/08/2025 13:44,pxopulse+ocr@gmail.com,Visitas ARM - ETAR da Ponta,10/9/2025,,10/9/2025,,ETAR da Ponta,Visita à ETAR da Ponta. Inscrições limitadas: ambiente@cm-portosanto.pt,Natureza,Águas e Resíduos da Madeira e CMPS,,,Desconhecido,900c3f5c-942d-4e9e-b506-2c9ebcc598c1,,,,
28/08/2025 13:44,pxopulse+ocr@gmail.com,Visitas ARM - Centro de Processamento de Resíduos Sólidos,11/9/2025,,11/9/2025,,Centro de Processamento de Resíduos Sólidos,Visita ao Centro de Processamento de Resíduos Sólidos. Inscrições limitadas: ambiente@cm-portosanto.pt,Natureza,Águas e Resíduos da Madeira e CMPS,,,Desconhecido,900c3f5c-942d-4e9e-b506-2c9ebcc598c1,,,,
28/08/2025 13:44,pxopulse+ocr@gmail.com,Visitas ARM - Central Dessalinizadora,12/9/2025,,12/9/2025,,Central Dessalinizadora,Visita à Central Dessalinizadora. Inscrições limitadas: ambiente@cm-portosanto.pt,Natureza,Águas e Resíduos da Madeira e CMPS,,,Desconhecido,900c3f5c-942d-4e9e-b506-2c9ebcc598c1,,,,
28/08/2025 13:44,pxopulse+ocr@gmail.com,Porto Santo Golfe - 4.º Torneio Circuito 9 buracos,13/9/2025,,13/9/2025,,Porto Santo Golfe,4.º Torneio Circuito 9 buracos.,Desporto,Porto Santo Golfe,,,Desconhecido,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
28/08/2025 13:44,pxopulse+ocr@gmail.com,Visitas LIFEDUNAS,17/9/2025,,17/9/2025,,Zona de Intervenção do Projeto,Realização de visitas guiadas à Zona de Intervenção do Projeto. Inscrições nas redes sociais ou site oficial.,Natureza,Câmara Municipal do Porto Santo,,,Desconhecido,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
28/08/2025 13:44,pxopulse+ocr@gmail.com,Sessões na Biblioteca - Festival Colombo: Evolução dos Transportes,18/9/2025,15:00,18/9/2025,,Biblioteca Municipal,"Palestra ""Evolução dos Transportes da Madeira e Porto Santo"", para seniores. Entrada livre.",Aprendizagem & Workshops,DRABL e CMPS,,,Gratuito,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
28/08/2025 13:44,pxopulse+ocr@gmail.com,Sessões na Biblioteca - Festival Colombo: Arquipélago de Leituras,19/9/2025,18:30,19/9/2025,,Biblioteca Municipal,"""Arquipélago de Leituras"" para jovens 16+ e adultos. Entrada livre.",Aprendizagem & Workshops,DRABL e CMPS,,,Gratuito,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
28/08/2025 13:45,pxopulse+ocr@gmail.com,Porto Santo Golfe - Torneio Colombos Golf Trophy,20/9/2025,,20/9/2025,,Porto Santo Golfe,Torneio Colombos Golf Trophy.,Desporto,Porto Santo Golfe,,,Desconhecido,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
28/08/2025 13:45,pxopulse+ocr@gmail.com,Sessões na Biblioteca - Festival Colombo: A Pesca de Leitores,20/9/2025,11:00,20/9/2025,,Biblioteca Municipal,"""A Pesca de Leitores"" para famílias com crianças a partir dos 4 anos. Entrada livre.",Aprendizagem & Workshops,DRABL e CMPS,,,Gratuito,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
28/08/2025 13:45,pxopulse+ocr@gmail.com,Circuito de Padel Dourado - 3.ª Etapa,21/9/2025,,27/9/2025,,Courts do Hotel Vila Baleira,3.ª Etapa do Circuito de Padel Dourado.,Desporto,"Associação Desportiva ""Os Profetas""",,,Desconhecido,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
28/08/2025 13:45,pxopulse+ocr@gmail.com,A Ilha de Coralves,22/9/2025,18:30,22/9/2025,,Auditório da Câmara Municipal,"Apresentação do livro infantil de Irene Alves, pela psicóloga Márcia Henriques.",Aprendizagem & Workshops,Câmara Municipal do Porto Santo,,,Desconhecido,36b3ac71-9989-43e0-9241-6b95d32cdc07,,,,
30/08/2025 20:34,pxopulse+ocr@gmail.com,Encontro de Motas Clássicas,24/10/2025,18:00,26/10/2025,23:55,Centro,Evento Público com motas clássicas. Organizado por Rui Freitas e Motas Clássicas Madeira.,Comunidade & Cultura,Rui Freitas e Motas Clássicas Madeira,,,Desconhecido,ce64ea4d-ba93-4166-b7a0-3b731b597e65,,,,
30/08/2025 20:39,pxopulse+ocr@gmail.com,Plectro a Bec,6/9/2025,17:30,6/9/2025,,Capela do Espírito Santo,Concerto de Plectro a Bec,Música,"Secretaria Regional de Turismo, Ambiente e Cultura",,,Desconhecido,51cceea3-ba45-487b-a059-eb98aaf5f239,,,,
09/09/2025 14:02,pxopulse+ocr@gmail.com,Festa da Escola da Vila do Porto Santo,3/10/2025,,5/10/2025,,"Antiga Escola da Vila, Centro Cultural e de Congressos","A 4ª edição da Festa da Escola da Vila do Porto Santo celebra a vida e o papel da escola, com um programa centrado nas artes visuais, música e artes performativas nos pátios e salas de aula da Antiga Escola da Vila. Todas as atividades são gratuitas. O projeto, uma parceria entre a Porta33, o Governo Regional da Madeira, o Município e o Plano Nacional das Artes, visa criar um polo de disseminação de práticas artísticas com impacto educacional na comunidade local.",Arte,PORTA33,,,Gratuito,2adba599-b309-457f-ac51-fc952ac87be3,https://www.porta33.com/porta33_festa-escola/festa_escola_vila_2025.html?fbclid=IwdGRjcAMtCopjbGNrAy0Ke2V4dG4DYWVtAjExAAEeD_K516xJahfGpETBuisju8W-rxi8LoHSYdSXoUt009LjYQyQP3YoF8jbm_8_aem_ghlbtFdGITSySNDjXzFp2A,https://www.instagram.com/p/DOYJqW3jfhl/?img_index=3&igsh=MXFtbzUwbWxkbDVsZQ==,,
09/09/2025 14:33,pxopulse+ocr@gmail.com,Sessão Pública de Apresentação da ATLANTIDOMUS,13/9/2025,14:30,13/9/2025,,Auditório do Centro Cultural e de Congressos,"Apresentação dos projetos de habitação a custos controlados que estamos a desenvolver, esclarecimento sobre o modelo cooperativo e as condições de adesão, e recolha de contributos. Durante o evento, poderá ser formalizada a inscrição definitiva como cooperante, passando a mesma a contar para efeitos de antiguidade na cooperativa, um dos critérios relevantes no processo de atribuição futura de habitações.",Comunidade & Cultura,ATLANTIDOMUS,,,Desconhecido,cbf41dc4-b975-44cf-be0e-915d2cfad6f2,https://facebook.com/events/s/sessao-publica-de-apresentacao/1419172599141602/,,,
12/09/2025 11:01,pxopulse+ocr@gmail.com,Festa da Padroeira do Lar Nossa Senhora da Piedade e Jubileu dos Idosos e Doentes,28/9/2025,15:00,28/9/2025,,"Capela do Lar de Idosos, Fundação Nossa Senhora da Piedade",15:00 - Início da Festa da Padroeira do Lar Nossa Senhora da Piedade e Jubileu dos Idosos e Doentes.,Comunidade & Cultura,Paróquias do Porto Santo; Fundação Nossa Senhora da Piedade,,,Desconhecido,33336b95-6233-4b3c-bb32-b9c470810f6b,https://www.facebook.com/share/p/1Gq7nPT8CG/,,,
19/09/2025 10:35,pxopulse+ocr@gmail.com,LAB 4 YOUTH,24/10/2025,,26/10/2025,,"Funchal, Madeira","Um laboratório de soluções para o futuro, focado na política jovem em Portugal. O evento visa tornar a política mais acessível e promover o papel dos jovens na mudança, servindo como ponto de partida para criar o futuro. Para residentes do Porto Santo, um pacote especial regional está disponível por 10 euros, incluindo participação no evento principal, viagem marítima de ida e volta para a ilha da Madeira (com partida do Porto Santo), alojamento na Pousada da Juventude do Funchal e refeições. A temática é 'Política descomplicada: liberdade e conversa que aproxima, diálogo aberto com ideias vivas'.",Aprendizagem & Workshops,AJMC,,,Pago,3757c06d-5854-4372-83e3-d4c75eae11c1,,,,
19/09/2025 10:36,pxopulse+ocr@gmail.com,Noite com DJ Resmas no Challenger Club,19/9/2025,01:00,19/9/2025,07:00,Challenger Club,"Desfrute de uma noite com DJ Resmas e 'Elektronik Feelings'. Entrada livre para todos até às 01:30. Após as 01:30, a entrada tem um custo de 5€ com uma bebida incluída. Seja responsável, beba com moderação.",Música,Challenger Club,,,Pago,4d5a0024-4a6b-4c16-ad70-07ff486486ae,,,,
19/09/2025 10:40,pxopulse+ocr@gmail.com,Noite com DJ Leche,20/9/2025,01:00,20/9/2025,07:00,Challenger Club,"DJ LECHE a animar a festa. A entrada é livre para todos até às 01:30. Após as 01:30, a entrada custa 5€ e inclui uma bebida.",Música,PARTYPROFILE,,,Pago,476f58e2-9a3f-4d3a-a0ae-9c30db50cf14,,,,
